/SiMCosta RJ - Ilha do Pai - Cia de Docas
/latitude = -22.99277544
/longitude = -43.09056758



/Parameters:
/Tp: Wave Peak Period  or Peak period = Wave period associated with the largest peak in the power spectrum (seconds)
/Dp: Wave Peak Direction *true north reference (degrees)
/Tp_sea: Peak Sea Wave Period associated with the largest peak in the sea region of the power spectrum. (seconds)
/Dp_sea: Peak Sea Wave Direction - peak sea direction at the peak period in the sea region relative to true north reference (degrees)
/Hsig_sea: Significant Wave Height in the sea region of the power spectrum. (meters)
/Tp_swell: Peak Swell Wave Period associated with the largest peak in the swell region of the power spectrum. (seconds)
/Dp_swell: Peak Swell Wave Direction associated with the largest peak in the swell region of the power spectrum. true north reference (degrees)
/Hsig_swell: Significant Wave Height in the swell region of the power spectrum. (meters)
/Hmax: Maximum Wave Height or Height of Largest Wave from Zero Crossing Analysis (meters)
/Tmax: Maximum Wave Height or Period of Largest Wave from Zero Crossing Analysis (seconds)
/Tavg: Average Wave Period (seconds)
/Avg_Wv_Dir_N: Average Wave Direction, true north reference (degrees)
/HM0: Significant Wave Height Spectral Moment (meters)
/Tmp: Average Water Temperature (degree Celsius)
/Avg_Sal: Average Salinity (psu)
/Avg_Con: Average Conductivity (mS/cm)
/Avg_PH: Average pH (mV)
/Avg_Turb: Average Turbidity (FNU)

/Missing = NULL
/YEAR MONTH DAY HOUR MINUTE SECOND = Date/Time Data Acquisition (UTC)
YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,Tp,Dp,Tp_sea,Dp_sea,Hsig_sea,Tp_swell,Dp_swell,Hsig_swell,Hmax,Tmax,Tavg,Avg_Wv_Dir_N,HM0,Tmp,Avg_Sal,Avg_Con,Avg_PH,Avg_Turb
2024,1,17,0,0,0,12.19,173.85,7.31,115.79,0.77,12.19,173.85,0.507,1.41,8.75,4.75,133.95,0.92,NULL,NULL,NULL,NULL,NULL
2024,1,17,0,10,0,12.19,165.65,8.53,134.48,0.79,12.19,165.65,0.49,1.36,9,4.44,130.83,0.93,NULL,NULL,NULL,NULL,NULL
2024,1,17,0,20,0,11.64,156.67,8.83,135.33,0.81,11.64,156.67,0.526,1.38,8,5.37,126.81,0.97,NULL,NULL,NULL,NULL,NULL
2024,1,17,0,30,0,11.64,154.37,9.14,143.1,0.83,11.64,154.37,0.501,1.18,9.75,4.51,122.49,0.97,NULL,NULL,NULL,NULL,NULL
2024,1,17,0,50,0,10.67,154.55,8.26,141.84,0.78,10.67,154.55,0.48,1.18,9.25,4.5,127.42,0.92,NULL,NULL,NULL,NULL,NULL
2024,1,17,1,0,0,12.19,165.6,8.53,151.19,0.79,12.19,165.6,0.513,1.46,9.25,5.06,130.19,0.94,NULL,NULL,NULL,NULL,NULL
2024,1,17,1,20,0,12.19,165.06,7.76,108.37,0.85,12.19,165.06,0.472,1.31,6.75,4.8,125.85,0.97,NULL,NULL,NULL,NULL,NULL
2024,1,17,1,30,0,11.64,165.38,7.53,109.66,0.84,11.64,165.38,0.446,1.31,10.5,4.78,123.15,0.95,NULL,NULL,NULL,NULL,NULL
2024,1,17,1,40,0,7.76,109.35,7.76,109.35,0.86,10.67,173.2,0.425,1.29,6.75,4.75,121.49,0.96,NULL,NULL,NULL,NULL,NULL
2024,1,17,1,50,0,11.64,163.8,8,120.98,0.85,11.64,163.8,0.407,1.22,4,4.64,118.32,0.94,NULL,NULL,NULL,NULL,NULL
2024,1,17,2,0,0,10.67,146.58,7.76,128.87,0.84,10.67,146.58,0.447,1.38,8,4.87,122.74,0.95,NULL,NULL,NULL,NULL,NULL
2024,1,17,2,10,0,11.64,153.83,6.92,104.27,0.84,11.64,153.83,0.519,1.5,9.25,4.82,123.88,0.99,NULL,NULL,NULL,NULL,NULL
2024,1,17,2,20,0,11.64,149.91,7.76,127.17,0.82,11.64,149.91,0.571,1.73,12,5.12,126.69,1,NULL,NULL,NULL,NULL,NULL
2024,1,17,2,30,0,11.64,148.17,7.76,130.34,0.82,11.64,148.17,0.593,1.37,11.75,5.37,126.17,1.01,NULL,NULL,NULL,NULL,NULL
2024,1,17,2,40,0,11.64,157.24,7.76,126.25,0.81,11.64,157.24,0.536,1.44,8.5,5.13,123.89,0.97,NULL,NULL,NULL,NULL,NULL
2024,1,17,2,50,0,11.64,160.79,8,124.76,0.81,11.64,160.79,0.531,1.3,9.75,4.83,125.29,0.97,NULL,NULL,NULL,NULL,NULL
2024,1,17,3,0,0,11.64,163.22,8,117.87,0.79,11.64,163.22,0.496,1.21,8.25,5.02,123.71,0.93,NULL,NULL,NULL,NULL,NULL
2024,1,17,3,10,0,11.64,148.43,8,121.22,0.8,11.64,148.43,0.499,1.27,8.25,5.32,123.25,0.94,NULL,NULL,NULL,NULL,NULL
2024,1,17,3,20,0,11.64,154.07,8.26,123.13,0.8,11.64,154.07,0.483,1.32,9.25,4.75,123.59,0.93,NULL,NULL,NULL,NULL,NULL
2024,1,17,3,30,0,11.64,163.15,9.85,129.98,0.81,11.64,163.15,0.434,1.34,8.5,4.69,123.1,0.92,NULL,NULL,NULL,NULL,NULL
2024,1,17,3,40,0,10.67,140.81,9.85,115.48,0.82,10.67,140.81,0.46,1.42,11.25,5.13,123.43,0.94,NULL,NULL,NULL,NULL,NULL
2024,1,17,3,50,0,11.64,158.81,9.85,112.17,0.8,11.64,158.81,0.498,1.51,6,5.01,124.19,0.94,NULL,NULL,NULL,NULL,NULL
2024,1,17,4,0,0,11.64,157.92,7.11,113.74,0.79,11.64,157.92,0.527,1.25,9.75,4.93,126.82,0.95,NULL,NULL,NULL,NULL,NULL
2024,1,17,4,10,0,11.64,165.27,7.76,115.58,0.75,11.64,165.27,0.496,1.07,9,5.01,129.27,0.9,NULL,NULL,NULL,NULL,NULL
2024,1,17,4,20,0,11.64,168.34,7.76,111.08,0.77,11.64,168.34,0.514,1.45,8.5,5.03,128.24,0.93,NULL,NULL,NULL,NULL,NULL
2024,1,17,4,30,0,11.64,165.04,7.53,104.83,0.82,11.64,165.04,0.542,1.51,11,5.13,126.27,0.98,NULL,NULL,NULL,NULL,NULL
2024,1,17,4,40,0,10.67,145.87,7.53,101.22,0.81,10.67,145.87,0.52,1.38,7.75,5.31,119.09,0.97,NULL,NULL,NULL,NULL,NULL
2024,1,17,4,50,0,10.67,142.74,7.53,105.6,0.81,10.67,142.74,0.518,1.39,15,5.28,119.68,0.96,NULL,NULL,NULL,NULL,NULL
2024,1,17,5,0,0,13.47,164.16,7.76,108.98,0.76,13.47,164.16,0.473,1.5,6.75,4.58,120.45,0.9,NULL,NULL,NULL,NULL,NULL
2024,1,17,5,10,0,7.31,116,7.31,116,0.79,10.67,154.81,0.448,1.25,9,5.14,121.01,0.91,NULL,NULL,NULL,NULL,NULL
2024,1,17,5,20,0,11.64,167.28,7.31,113.53,0.79,11.64,167.28,0.514,1.41,10.25,5.5,122.99,0.94,NULL,NULL,NULL,NULL,NULL
2024,1,17,5,30,0,11.64,172.95,7.31,107.67,0.76,11.64,172.95,0.547,1.38,8.5,5.34,126.6,0.94,NULL,NULL,NULL,NULL,NULL
2024,1,17,5,40,0,11.64,171.87,7.31,109.97,0.72,11.64,171.87,0.552,1.18,10.75,5.59,131.56,0.9,NULL,NULL,NULL,NULL,NULL
2024,1,17,5,50,0,11.13,159.12,7.31,106.21,0.71,11.13,159.12,0.531,1.22,11,5.75,126.54,0.89,NULL,NULL,NULL,NULL,NULL
2024,1,17,6,0,0,11.13,151.17,7.53,106.29,0.75,11.13,151.17,0.5,1.38,8.25,5.46,120.24,0.9,NULL,NULL,NULL,NULL,NULL
2024,1,17,6,10,0,11.64,148.69,7.76,108.89,0.84,11.64,148.69,0.487,1.54,7.5,5.32,120.67,0.97,NULL,NULL,NULL,NULL,NULL
2024,1,17,6,20,0,11.64,159.6,7.76,112.42,0.83,11.64,159.6,0.507,1.27,10,5.38,124.98,0.97,NULL,NULL,NULL,NULL,NULL
2024,1,17,6,30,0,11.64,159.74,7.76,109.35,0.81,11.64,159.74,0.553,1.34,10,5.46,128.43,0.98,NULL,NULL,NULL,NULL,NULL
2024,1,17,6,40,0,11.64,156.99,7.76,112.33,0.78,11.64,156.99,0.534,1.77,11.25,5.61,124.92,0.94,NULL,NULL,NULL,NULL,NULL
2024,1,17,6,50,0,11.64,157.76,9.85,148.23,0.78,11.64,157.76,0.511,1.47,9.5,6.11,126.56,0.93,NULL,NULL,NULL,NULL,NULL
2024,1,17,7,0,0,11.64,161.25,9.85,140.54,0.75,11.64,161.25,0.503,0.99,8.25,5.44,126.66,0.91,NULL,NULL,NULL,NULL,NULL
2024,1,17,7,10,0,11.13,161.43,9.85,147.84,0.74,11.13,161.43,0.478,1.34,10.75,5.47,129.91,0.88,NULL,NULL,NULL,NULL,NULL
2024,1,17,7,20,0,11.13,158.2,9.85,145.18,0.7,11.13,158.2,0.517,1.25,10.5,5.34,132.42,0.87,NULL,NULL,NULL,NULL,NULL
2024,1,17,7,30,0,11.13,160.81,9.85,145.44,0.68,11.13,160.81,0.513,1.31,12,5.29,136.07,0.85,NULL,NULL,NULL,NULL,NULL
2024,1,17,7,40,0,11.13,170.49,9.85,139.17,0.65,11.13,170.49,0.528,1.08,10.25,5.7,137.8,0.84,NULL,NULL,NULL,NULL,NULL
2024,1,17,7,50,0,12.8,166.07,9.85,151.2,0.66,12.8,166.07,0.507,1.19,13.5,6.05,139.57,0.84,NULL,NULL,NULL,NULL,NULL
2024,1,17,8,0,0,12.8,164.88,9.85,155.78,0.66,12.8,164.88,0.566,1.19,11.25,6.44,142.64,0.87,NULL,NULL,NULL,NULL,NULL
2024,1,17,8,10,0,12.8,171.23,9.85,157.07,0.66,12.8,171.23,0.504,1.17,6.75,4.85,141.2,0.83,NULL,NULL,NULL,NULL,NULL
2024,1,17,8,20,0,12.8,177.14,9.85,136.81,0.64,12.8,177.14,0.46,1.22,10.25,10.68,139.74,0.79,NULL,NULL,NULL,NULL,NULL
2024,1,17,8,30,0,12.8,187.54,9.85,111.53,0.6,12.8,187.54,0.424,1.1,11.25,5.23,140.75,0.73,NULL,NULL,NULL,NULL,NULL
2024,1,17,8,40,0,13.47,181.48,9.85,128.91,0.6,13.47,181.48,0.469,1.07,9.75,5.77,144.79,0.76,NULL,NULL,NULL,NULL,NULL
2024,1,17,8,50,0,12.8,182.91,9.85,138.74,0.59,12.8,182.91,0.535,1.11,11,6.46,147.29,0.8,NULL,NULL,NULL,NULL,NULL
2024,1,17,9,0,0,12.8,176.95,9.85,153.67,0.61,12.8,176.95,0.528,1.19,12,5.25,145.37,0.81,NULL,NULL,NULL,NULL,NULL
2024,1,17,9,10,0,12.8,173.24,9.48,128.02,0.61,12.8,173.24,0.522,1.08,11,6.23,141.35,0.8,NULL,NULL,NULL,NULL,NULL
2024,1,17,9,20,0,12.8,165.18,9.48,125.71,0.6,12.8,165.18,0.544,1.32,11.5,5.5,138.96,0.81,NULL,NULL,NULL,NULL,NULL
2024,1,17,9,30,0,10.67,170.3,9.48,124.34,0.6,10.67,170.3,0.6,1.46,11.25,6.3,149.33,0.85,NULL,NULL,NULL,NULL,NULL
2024,1,17,9,40,0,12.8,171.2,7.76,122.79,0.59,12.8,171.2,0.581,1.09,9.75,5.81,150.62,0.83,NULL,NULL,NULL,NULL,NULL
2024,1,17,9,50,0,12.8,167.97,8.26,122.64,0.58,12.8,167.97,0.578,1.21,11,6.24,148.04,0.82,NULL,NULL,NULL,NULL,NULL
2024,1,17,10,0,0,12.8,168.53,9.85,159.87,0.57,12.8,168.53,0.502,1,8.5,6.31,140.12,0.76,NULL,NULL,NULL,NULL,NULL
2024,1,17,10,10,0,12.8,166.86,9.85,158.59,0.58,12.8,166.86,0.487,0.98,10.5,5.92,137.88,0.75,NULL,NULL,NULL,NULL,NULL
2024,1,17,10,20,0,12.8,165.87,8,123.87,0.59,12.8,165.87,0.475,1.3,12,6.06,138.49,0.76,NULL,NULL,NULL,NULL,NULL
2024,1,17,10,30,0,12.8,168.34,8,128.17,0.6,12.8,168.34,0.517,1.51,12.5,6.48,143.7,0.79,NULL,NULL,NULL,NULL,NULL
2024,1,17,10,40,0,13.47,174.5,8.26,122.98,0.61,13.47,174.5,0.528,1.1,11,6.54,147.34,0.81,NULL,NULL,NULL,NULL,NULL
2024,1,17,10,50,0,12.8,173.65,8.26,118.45,0.62,12.8,173.65,0.542,1.14,12.75,5.59,148.47,0.82,NULL,NULL,NULL,NULL,NULL
2024,1,17,11,0,0,13.47,167.69,8.26,122.63,0.6,13.47,167.69,0.53,1.35,13.75,6.05,143.72,0.8,NULL,NULL,NULL,NULL,NULL
2024,1,17,11,10,0,13.47,161.06,8,132.98,0.59,13.47,161.06,0.581,1.3,8,5.83,147.88,0.82,NULL,NULL,NULL,NULL,NULL
2024,1,17,11,20,0,13.47,165.14,9.85,164.68,0.58,13.47,165.14,0.585,1.68,10.75,6.42,151.58,0.82,NULL,NULL,NULL,NULL,NULL
2024,1,17,11,30,0,13.47,169.42,9.48,146.29,0.63,13.47,169.42,0.56,1.24,9.75,5.27,144.3,0.84,NULL,NULL,NULL,NULL,NULL
2024,1,17,11,40,0,12.19,169.89,8,118.51,0.62,12.19,169.89,0.589,1.21,12,6.02,143.57,0.85,NULL,NULL,NULL,NULL,NULL
2024,1,17,11,50,0,11.64,159.33,8,121.88,0.63,11.64,159.33,0.584,1.12,10.25,6.26,137.88,0.86,NULL,NULL,NULL,NULL,NULL
2024,1,17,12,0,0,11.64,175.23,8,126.63,0.61,11.64,175.23,0.559,0.97,7.5,5.69,141.19,0.83,NULL,NULL,NULL,NULL,NULL
2024,1,17,12,10,0,11.64,181.79,7.53,119.6,0.62,11.64,181.79,0.592,1.13,12,6.84,143.78,0.86,NULL,NULL,NULL,NULL,NULL
2024,1,17,12,20,0,12.19,181.33,8.83,132.5,0.62,12.19,181.33,0.565,1.1,12,6.19,143.24,0.84,NULL,NULL,NULL,NULL,NULL
2024,1,17,12,30,0,11.64,167.65,8.83,132.84,0.62,11.64,167.65,0.601,1.2,10.25,6.29,137.32,0.86,NULL,NULL,NULL,NULL,NULL
2024,1,17,13,20,0,12.19,174.33,9.85,159.59,0.57,12.19,174.33,0.595,1.15,12,6.95,149.41,0.83,NULL,NULL,NULL,NULL,NULL
2024,1,17,13,30,0,12.19,172.31,9.85,158.68,0.58,12.19,172.31,0.58,1.09,12.5,6.17,151.02,0.82,NULL,NULL,NULL,NULL,NULL
2024,1,17,13,40,0,12.19,171.69,8.83,132.55,0.6,12.19,171.69,0.562,1.49,10,7.02,145.93,0.82,NULL,NULL,NULL,NULL,NULL
2024,1,17,13,45,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24.32,12.48,2.06,7.65,2.27
2024,1,17,13,50,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.9,34.37,5.52,8.77,0.83
2024,1,17,13,55,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.92,34.38,5.52,8.76,0.63
2024,1,17,14,0,0,12.8,178.45,9.85,142.8,0.61,12.8,178.45,0.556,1.33,10.5,5.87,141.62,0.83,28.04,34.41,5.54,8.76,0.62
2024,1,17,14,5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.96,34.39,5.53,8.74,0.57
2024,1,17,14,10,0,13.47,184.7,9.48,131.16,0.61,13.47,184.7,0.581,1.2,12.5,6.14,145.92,0.84,28.09,34.39,5.54,8.75,0.62
2024,1,17,14,15,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.39,34.43,5.48,8.75,0.59
2024,1,17,14,20,0,12.8,179.74,9.14,138.58,0.62,12.8,179.74,0.574,1.13,9,6.02,147.84,0.84,26.71,34.49,5.41,8.72,0.54
2024,1,17,14,25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.98,34.48,5.44,8.73,0.55
2024,1,17,14,30,0,12.19,166.84,7.76,115.61,0.61,12.19,166.84,0.557,0.99,7.75,5.88,142.96,0.82,28.03,34.42,5.54,8.76,0.56
2024,1,17,14,35,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.8,34.41,5.52,8.75,0.6
2024,1,17,14,40,0,12.8,171.69,8.83,137.43,0.59,12.8,171.69,0.569,1.19,13.25,6.86,141.63,0.82,27.18,34.47,5.46,8.75,0.58
2024,1,17,14,45,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.92,34.48,5.43,8.74,0.54
2024,1,17,14,50,0,12.8,171.47,8.83,124.83,0.61,12.8,171.47,0.611,1.39,11,5.63,140.55,0.86,27.41,34.48,5.49,8.73,0.52
2024,1,17,14,55,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.14,34.46,5.45,8.74,0.53
2024,1,17,15,0,0,12.8,182.19,9.48,137.02,0.62,12.8,182.19,0.623,1.16,8.25,5.64,145.51,0.88,27.11,34.49,5.46,8.74,0.54
2024,1,17,15,5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.16,34.5,5.46,8.72,0.51
2024,1,17,15,10,0,12.8,191.36,8.53,133.53,0.63,12.8,191.36,0.562,1.42,11.5,5.75,143.68,0.84,27.08,34.5,5.45,8.76,0.64
2024,1,17,15,15,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.2,34.45,5.46,8.75,0.62
2024,1,17,15,20,0,12.8,193.3,8.53,131.68,0.61,12.8,193.3,0.57,1.3,12.75,6.12,145.94,0.84,27.22,34.18,5.42,8.76,0.75
2024,1,17,15,25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.11,34.1,5.4,8.78,0.76
2024,1,17,15,30,0,12.19,176.88,8.53,138.61,0.62,12.19,176.88,0.556,1.06,8.25,5.07,142,0.84,27.05,34.06,5.39,8.77,0.83
2024,1,17,15,35,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.07,33.96,5.38,8.77,0.89
2024,1,17,15,40,0,12.19,171.26,8,135.43,0.62,12.19,171.26,0.551,1.21,11.25,6.1,139.44,0.83,27.04,34,5.38,8.79,0.87
2024,1,17,15,45,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.14,34.08,5.4,8.79,0.88
2024,1,17,15,50,0,11.64,183.17,8.26,137.86,0.63,11.64,183.17,0.543,1.45,11,5.55,146.6,0.83,27.36,34.21,5.44,8.78,0.86
2024,1,17,15,55,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.57,34.27,5.47,8.79,0.92
2024,1,17,16,0,0,11.64,191.23,8.83,139.55,0.62,11.64,191.23,0.538,1.1,11.5,5.73,148.11,0.82,27.55,34.3,5.47,8.77,0.75
2024,1,17,16,5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.52,34.3,5.47,8.79,0.84
2024,1,17,16,10,0,12.19,188.18,8.83,137.9,0.64,12.19,188.18,0.608,1.21,11.25,5.49,148.73,0.88,27.45,34.31,5.47,8.8,0.86
2024,1,17,16,15,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.4,34.31,5.46,8.79,0.71
2024,1,17,16,20,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.36,34.34,5.46,8.78,0.67
2024,1,17,16,25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.26,34.27,5.44,8.79,0.74
2024,1,17,16,30,0,12.19,187.24,6.24,93.97,0.63,12.19,187.24,0.678,1.24,10.75,5.84,149.32,0.93,27.22,34.31,5.44,8.79,0.79
2024,1,17,16,35,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.32,34.28,5.45,8.78,0.76
2024,1,17,16,40,0,12.19,192.95,6.24,91.13,0.65,12.19,192.95,0.644,1.27,6.25,5.54,147.85,0.91,27.22,34.25,5.43,8.79,0.76
2024,1,17,16,45,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.03,34.29,5.42,8.77,0.64
2024,1,17,16,50,0,12.8,184.94,7.76,119.92,0.65,12.8,184.94,0.661,1.29,10,5.38,146.49,0.93,27.09,34.29,5.43,8.78,0.68
2024,1,17,16,55,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.11,34.28,5.43,8.77,0.6
2024,1,17,17,0,0,12.8,188.73,9.85,141.42,0.65,12.8,188.73,0.645,1.22,14.5,5.57,145.73,0.92,27.16,34.27,5.43,8.8,0.79
2024,1,17,17,5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.02,34.33,5.42,8.78,0.71
2024,1,17,17,10,0,12.8,192.94,9.85,146.63,0.67,12.8,192.94,0.625,1.11,9.75,4.95,146.51,0.92,27.21,34.31,5.44,8.79,0.72
2024,1,17,17,15,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.31,34.32,5.45,8.79,0.74
2024,1,17,17,20,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.4,34.3,5.46,8.79,0.76
2024,1,17,17,25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.49,34.34,5.47,8.81,0.81
2024,1,17,17,30,0,12.8,178.93,7.76,117.7,0.68,12.8,178.93,0.621,1.5,11,6.11,136.67,0.92,27.73,34.37,5.5,8.8,0.96
2024,1,17,17,35,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.83,34.32,5.51,8.82,0.87
2024,1,17,17,40,0,12.8,174.3,7.53,115.2,0.67,12.8,174.3,0.599,1.19,9,5.18,132.1,0.9,27.71,34.36,5.5,8.81,0.78
2024,1,17,17,45,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.64,34.44,5.5,8.79,0.67
2024,1,17,17,50,0,11.64,183.91,7.76,119.23,0.67,11.64,183.91,0.606,1.27,11,5.36,136.88,0.9,27.61,34.51,5.51,8.79,0.67
2024,1,17,17,55,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.32,34.47,5.47,8.78,0.63
2024,1,17,18,0,0,11.64,173.61,7.53,117.54,0.69,11.64,173.61,0.657,1.71,10.5,5.96,140.09,0.95,27.22,34.45,5.46,8.76,0.61
2024,1,17,18,5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.19,34.44,5.46,8.77,0.65
2024,1,17,18,10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27.26,34.46,5.47,8.76,0.65
2024,1,17,18,15,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.88,34.41,5.42,8.76,0.6
2024,1,17,18,20,0,12.8,180.38,7.53,122.64,0.75,12.8,180.38,0.699,1.86,9.5,5.93,139.93,1.02,26.82,34.41,5.41,8.75,0.57
2024,1,17,18,25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.43,34.31,5.36,8.76,0.66
2024,1,17,18,30,0,12.8,169.08,7.53,123.86,0.76,12.8,169.08,0.754,1.45,8.75,6.05,136.29,1.07,25.94,34.18,5.29,8.78,0.68
2024,1,17,18,35,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.72,34.21,5.27,8.81,0.65
2024,1,17,18,40,0,12.8,171.27,7.53,124.45,0.77,12.8,171.27,0.778,1.54,10.75,5.95,137.8,1.09,25.89,34.2,5.29,8.8,0.62
2024,1,17,18,45,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.92,34.19,5.29,8.8,0.71
2024,1,17,18,50,0,12.8,172.3,7.53,123.49,0.75,12.8,172.3,0.753,1.33,10.75,5.32,138.86,1.06,25.79,34.16,5.27,8.81,1.07
2024,1,17,18,55,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.96,34.21,5.3,8.8,0.71
2024,1,17,19,0,0,13.47,174.71,7.31,117.49,0.73,13.47,174.71,0.701,1.43,7.25,5.91,139.85,1.01,25.88,34.19,5.29,8.81,0.76
2024,1,17,19,5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.96,34.2,5.3,8.81,0.66
2024,1,17,19,10,0,12.8,183.44,7.11,116.24,0.74,12.8,183.44,0.638,1.28,11,5.41,136.3,0.98,26,34.22,5.3,8.81,0.69
2024,1,17,19,15,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.02,34.2,5.3,8.8,0.64
2024,1,17,19,20,0,12.19,169.74,7.31,113.66,0.75,12.19,169.74,0.659,1.4,11,5.4,134.15,1,26.07,34.19,5.31,8.81,0.68
2024,1,17,19,25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.04,34.18,5.3,8.81,0.64
2024,1,17,19,30,0,12.8,184.87,4.83,107.68,0.77,12.8,184.87,0.677,1.41,11.75,5.34,136.73,1.02,26.14,34.2,5.32,8.81,0.74
2024,1,17,19,35,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.22,34.18,5.32,8.81,0.73
2024,1,17,19,40,0,12.8,171.09,7.31,113,0.78,12.8,171.09,0.663,1.3,10.75,4.91,132.21,1.02,28.66,32.3,5.3,9.13,4.09
2024,1,17,19,45,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29.06,31.98,5.29,9.21,4.43
2024,1,17,19,50,0,12.8,174.79,8,112.16,0.79,12.8,174.79,0.663,1.22,9.25,5.49,133.33,1.03,29.05,31.9,5.28,9.21,3.95
2024,1,17,19,55,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29.03,31.85,5.27,9.22,3.85
2024,1,17,20,0,0,12.19,184.49,7.53,115.35,0.8,12.19,184.49,0.732,1.45,7.5,6.26,134.42,1.09,29.06,31.62,5.24,9.23,3.57
2024,1,17,20,5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28.86,31.67,5.23,9.21,3.27
2024,1,17,20,10,0,12.19,184.47,7.53,113.52,0.78,12.19,184.47,0.79,1.55,10.75,6.13,140.41,1.11,27.61,32.27,5.19,9.15,2.43
