/SiMCosta RJ - Ilha do Pai - Cia de Docas
/latitude = -22.99277544
/longitude = -43.09056758



/Parameters:
/Tp: Wave Peak Period  or Peak period = Wave period associated with the largest peak in the power spectrum (seconds)
/Dp: Wave Peak Direction *true north reference (degrees)
/Tp_sea: Peak Sea Wave Period associated with the largest peak in the sea region of the power spectrum. (seconds)
/Dp_sea: Peak Sea Wave Direction - peak sea direction at the peak period in the sea region relative to true north reference (degrees)
/Hsig_sea: Significant Wave Height in the sea region of the power spectrum. (meters)
/Tp_swell: Peak Swell Wave Period associated with the largest peak in the swell region of the power spectrum. (seconds)
/Dp_swell: Peak Swell Wave Direction associated with the largest peak in the swell region of the power spectrum. true north reference (degrees)
/Hsig_swell: Significant Wave Height in the swell region of the power spectrum. (meters)
/Hmax: Maximum Wave Height or Height of Largest Wave from Zero Crossing Analysis (meters)
/Tmax: Maximum Wave Height or Period of Largest Wave from Zero Crossing Analysis (seconds)
/Tavg: Average Wave Period (seconds)
/Avg_Wv_Dir_N: Average Wave Direction, true north reference (degrees)
/HM0: Significant Wave Height Spectral Moment (meters)
/Tmp: Average Water Temperature (degree Celsius)
/Avg_Sal: Average Salinity (psu)
/Avg_Con: Average Conductivity (mS/cm)
/Avg_PH: Average pH (mV)
/Avg_Turb: Average Turbidity (FNU)

/Missing = NULL
/YEAR MONTH DAY HOUR MINUTE SECOND = Date/Time Data Acquisition (UTC)
YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,Tp,Dp,Tp_sea,Dp_sea,Hsig_sea,Tp_swell,Dp_swell,Hsig_swell,Hmax,Tmax,Tavg,Avg_Wv_Dir_N,HM0,Tmp,Avg_Sal,Avg_Con,Avg_PH,Avg_Turb
2024,11,22,17,50,0,9.14,129.16,9.14,129.16,2.37,10.67,148.61,1.327,4.07,10.25,7.4,139.46,2.71,NULL,NULL,NULL,NULL,NULL
2024,11,22,18,0,0,9.48,139.22,9.48,139.22,2.44,10.67,143.91,1.298,3.38,9.25,6.91,141.99,2.76,NULL,NULL,NULL,NULL,NULL
2024,11,22,18,10,0,9.48,137.91,9.48,137.91,2.49,10.67,135.7,1.361,4.33,8.25,6.97,139.22,2.84,NULL,NULL,NULL,NULL,NULL
2024,11,22,18,20,0,9.85,136.97,9.85,136.97,2.54,10.67,132.55,1.315,4.59,9,6.91,135.73,2.86,NULL,NULL,NULL,NULL,NULL
2024,11,22,18,30,0,9.85,139.99,9.85,139.99,2.56,10.24,145.77,1.297,4.13,9.25,6.67,136.33,2.87,NULL,NULL,NULL,NULL,NULL
2024,11,22,18,40,0,9.85,143.14,9.85,143.14,2.56,10.24,143.07,1.276,4.39,9.25,6.9,137.33,2.86,NULL,NULL,NULL,NULL,NULL
2024,11,22,18,50,0,8.83,136.54,8.83,136.54,2.51,10.24,142.12,1.174,4.83,8.75,6.96,139.21,2.77,NULL,NULL,NULL,NULL,NULL
2024,11,22,19,0,0,10.24,133.8,8.83,151.67,2.62,10.24,133.8,1.206,5.48,8.75,6.34,143.47,2.89,NULL,NULL,NULL,NULL,NULL
2024,11,22,19,10,0,10.24,145.35,8.83,150.74,2.71,10.24,145.35,1.167,4.36,8.25,6.46,146.57,2.96,NULL,NULL,NULL,NULL,NULL
2024,11,22,19,20,0,9.85,143.39,9.85,143.39,2.82,10.24,142.27,1.138,4.22,8.25,7.25,146,3.04,NULL,NULL,NULL,NULL,NULL
2024,11,22,19,30,0,10.24,146.8,9.85,149.12,2.86,10.24,146.8,1.261,3.91,9.25,7.01,144.56,3.13,NULL,NULL,NULL,NULL,NULL
2024,11,22,19,40,0,10.24,142.55,9.14,147.89,2.69,10.24,142.55,1.382,3.85,9.75,7.13,141.56,3.03,NULL,NULL,NULL,NULL,NULL
2024,11,22,19,50,0,10.24,149.03,9.14,145.88,2.59,10.24,149.03,1.345,4.51,8.75,6.1,143.54,2.92,NULL,NULL,NULL,NULL,NULL
2024,11,22,20,0,0,10.67,147.8,9.48,142.83,2.5,10.67,147.8,1.3,5.24,8.25,6.08,144.62,2.81,NULL,NULL,NULL,NULL,NULL
2024,11,22,20,10,0,9.85,132.9,9.85,132.9,2.52,10.24,141.7,1.154,4.7,8.5,6.28,140.97,2.77,NULL,NULL,NULL,NULL,NULL
2024,11,22,20,20,0,9.85,138.75,9.85,138.75,2.74,10.24,143.68,1.168,4.19,9.5,7.07,142.43,2.98,NULL,NULL,NULL,NULL,NULL
2024,11,22,20,30,0,10.24,140.6,9.85,138.85,2.76,10.24,140.6,1.278,4.4,8,6.65,141.04,3.05,NULL,NULL,NULL,NULL,NULL
2024,11,22,20,40,0,10.24,136.49,9.85,141.62,2.66,10.24,136.49,1.343,3.82,9.75,6.91,141.99,2.98,NULL,NULL,NULL,NULL,NULL
2024,11,22,20,50,0,10.24,138.53,9.85,140.32,2.54,10.24,138.53,1.288,3.67,6.75,6.07,142.57,2.85,NULL,NULL,NULL,NULL,NULL
2024,11,22,21,0,0,10.67,144.7,9.48,146.57,2.52,10.67,144.7,1.297,4.16,9,6.64,145.53,2.83,NULL,NULL,NULL,NULL,NULL
2024,11,22,21,10,0,10.24,144.46,9.14,150.69,2.68,10.24,144.46,1.446,4.15,7.75,7.6,145.09,3.04,NULL,NULL,NULL,NULL,NULL
2024,11,22,21,30,0,10.24,136.03,9.85,141.83,2.79,10.24,136.03,1.357,4.31,9.5,6.67,140,3.11,NULL,NULL,NULL,NULL,NULL
2024,11,22,21,40,0,9.85,147.15,9.85,147.15,2.63,10.24,140.37,1.191,3.58,8.5,6.26,142.71,2.88,NULL,NULL,NULL,NULL,NULL
2024,11,22,22,0,0,9.48,142.77,9.48,142.77,2.42,10.24,151.54,1.322,4.2,9.5,7,144.56,2.76,NULL,NULL,NULL,NULL,NULL
2024,11,22,22,10,0,9.85,147.02,9.85,147.02,2.62,10.24,146.12,1.252,4.17,8.5,6.53,142.42,2.91,NULL,NULL,NULL,NULL,NULL
2024,11,22,22,30,0,9.85,144.5,9.85,144.5,2.77,10.24,138.47,1.308,3.99,8.5,5.81,140.73,3.06,NULL,NULL,NULL,NULL,NULL
2024,11,22,22,40,0,10.67,141.43,9.85,149.92,2.68,10.67,141.43,1.558,4.68,9,7.49,144.13,3.1,NULL,NULL,NULL,NULL,NULL
2024,11,22,23,0,0,10.67,147.67,9.48,150.16,2.74,10.67,147.67,1.652,4.09,9,6.28,147.12,3.2,NULL,NULL,NULL,NULL,NULL
2024,11,22,23,10,0,9.48,140.26,9.48,140.26,2.69,10.67,152.25,1.481,4.07,11.25,6.69,144.95,3.07,NULL,NULL,NULL,NULL,NULL
2024,11,22,23,20,0,10.24,146.55,9.85,141.5,2.66,10.24,146.55,1.413,4.07,11.25,6.62,142.41,3.01,NULL,NULL,NULL,NULL,NULL
2024,11,22,23,30,0,10.24,143.26,9.85,138.68,2.68,10.24,143.26,1.418,4.87,9,6.52,139.7,3.03,NULL,NULL,NULL,NULL,NULL
2024,11,22,23,40,0,10.24,141.39,9.85,140.3,2.52,10.24,141.39,1.35,4.16,8.5,6.36,137.96,2.86,NULL,NULL,NULL,NULL,NULL
2024,11,23,0,0,0,9.85,136.21,9.85,136.21,2.56,10.24,135.78,1.333,4.29,9,6.54,138.38,2.89,NULL,NULL,NULL,NULL,NULL
2024,11,23,0,10,0,9.85,146.09,9.85,146.09,2.61,10.24,145.16,1.289,4.06,7.75,6.2,142.57,2.91,NULL,NULL,NULL,NULL,NULL
2024,11,23,0,30,0,10.24,140.52,9.85,142.6,2.56,10.24,140.52,1.229,4.57,10,6.39,140.1,2.84,NULL,NULL,NULL,NULL,NULL
2024,11,23,0,40,0,10.24,137.59,9.85,142.15,2.66,10.24,137.59,1.33,4.4,9,7.71,136.81,2.98,NULL,NULL,NULL,NULL,NULL
2024,11,23,1,0,0,9.85,148.13,9.85,148.13,2.7,10.67,141.62,1.403,4.44,7.5,6.46,139.81,3.04,NULL,NULL,NULL,NULL,NULL
2024,11,23,1,10,0,10.67,139.53,9.85,140.76,2.68,10.67,139.53,1.434,3.38,10,6.7,137.86,3.04,NULL,NULL,NULL,NULL,NULL
2024,11,23,1,30,0,10.24,144.29,9.85,144.77,2.79,10.24,144.29,1.257,4.5,7.25,6.78,140.48,3.06,NULL,NULL,NULL,NULL,NULL
2024,11,23,1,40,0,9.85,148.47,9.85,148.47,2.73,10.24,146.02,1.143,3.55,9.25,6.68,141.65,2.96,NULL,NULL,NULL,NULL,NULL
2024,11,23,1,50,0,9.85,145.92,9.85,145.92,2.85,10.24,144.2,1.088,4.41,10.25,6.85,140,3.05,NULL,NULL,NULL,NULL,NULL
2024,11,23,2,0,0,10.24,144.15,9.85,142.72,2.76,10.24,144.15,1.232,4.19,9.25,6.67,141.34,3.02,NULL,NULL,NULL,NULL,NULL
2024,11,23,2,10,0,10.24,143.11,9.85,140.41,2.59,10.24,143.11,1.162,3.26,9,6.41,143.16,2.84,NULL,NULL,NULL,NULL,NULL
2024,11,23,2,30,0,10.67,149.45,9.48,147.4,2.37,10.67,149.45,1.364,3.68,9.75,6.79,145.88,2.73,NULL,NULL,NULL,NULL,NULL
2024,11,23,2,40,0,10.67,148.75,9.85,149.1,2.34,10.67,148.75,1.394,3.51,9.25,6.81,145.47,2.72,NULL,NULL,NULL,NULL,NULL
2024,11,23,3,0,0,9.48,139.86,9.48,139.86,2.48,10.24,144.87,1.191,4.43,9.75,7.24,142.37,2.75,NULL,NULL,NULL,NULL,NULL
2024,11,23,3,10,0,9.48,141.33,9.48,141.33,2.44,10.24,142.4,1.203,3.46,9,6.14,140.54,2.72,NULL,NULL,NULL,NULL,NULL
2024,11,23,3,30,0,9.85,151.22,9.85,151.22,2.31,10.24,147.78,1.024,3.47,10,6.68,146.48,2.53,NULL,NULL,NULL,NULL,NULL
2024,11,23,3,40,0,9.14,143.26,9.14,143.26,2.29,11.13,146.07,1.094,3.77,10,6.83,143.46,2.54,NULL,NULL,NULL,NULL,NULL
2024,11,23,4,0,0,10.24,140.32,9.85,139.74,2.36,10.24,140.32,1.275,3.43,9.75,7.12,141.24,2.69,NULL,NULL,NULL,NULL,NULL
2024,11,23,4,10,0,10.24,139.07,9.85,140.15,2.36,10.24,139.07,1.21,4.36,10,6.78,139.05,2.65,NULL,NULL,NULL,NULL,NULL
2024,11,23,4,30,0,10.24,141.54,9.85,141.34,2.28,10.24,141.54,1.344,3.74,9.5,6.8,141.38,2.64,NULL,NULL,NULL,NULL,NULL
2024,11,23,4,40,0,10.24,144.43,9.85,145.83,2.34,10.24,144.43,1.327,3.49,8,6.43,143.48,2.69,NULL,NULL,NULL,NULL,NULL
2024,11,23,5,0,0,9.48,142.14,9.48,142.14,2.26,10.24,148.47,1.017,3.59,10.25,7.11,142.59,2.48,NULL,NULL,NULL,NULL,NULL
2024,11,23,5,10,0,9.85,142.41,9.85,142.41,2.21,10.24,144.62,1.008,3.47,8,7.3,140.29,2.43,NULL,NULL,NULL,NULL,NULL
2024,11,23,5,30,0,10.24,138.18,9.85,138.83,2.3,10.24,138.18,1.185,3.56,9.75,7.06,140.54,2.59,NULL,NULL,NULL,NULL,NULL
2024,11,23,5,40,0,10.67,136.22,9.48,140.31,2.23,10.67,136.22,1.174,3.09,9,6.96,138.63,2.52,NULL,NULL,NULL,NULL,NULL
2024,11,23,5,50,0,9.48,142.5,9.48,142.5,2.21,10.24,136.48,1.065,4.38,9,7.2,141.53,2.45,NULL,NULL,NULL,NULL,NULL
2024,11,23,6,0,0,9.48,132.29,9.48,132.29,2.33,10.24,137.66,1.119,3.3,7.5,6.99,140.6,2.59,NULL,NULL,NULL,NULL,NULL
2024,11,23,6,10,0,9.14,123.26,9.14,123.26,2.32,10.24,141.69,1.098,3.4,9.5,5.99,138.65,2.56,NULL,NULL,NULL,NULL,NULL
2024,11,23,6,20,0,9.14,116.78,9.14,116.78,2.2,10.24,131.88,0.945,2.96,11,6.35,130.13,2.39,NULL,NULL,NULL,NULL,NULL
2024,11,23,6,30,0,10.24,130.44,8.83,120.88,2.18,10.24,130.44,1.056,3.11,6.5,5.85,128.04,2.42,NULL,NULL,NULL,NULL,NULL
2024,11,23,6,40,0,10.24,126.83,9.85,127.69,2.25,10.24,126.83,1.167,4.34,9.5,6.78,126.89,2.54,NULL,NULL,NULL,NULL,NULL
2024,11,23,6,50,0,10.24,125.69,9.85,127.61,2.35,10.24,125.69,1.255,3.78,9.25,7.26,129.12,2.66,NULL,NULL,NULL,NULL,NULL
2024,11,23,7,0,0,10.24,124.59,9.85,129.18,2.24,10.24,124.59,1.136,3.22,6.25,6.43,127.58,2.52,NULL,NULL,NULL,NULL,NULL
2024,11,23,7,10,0,10.24,127.74,9.85,135.05,2.3,10.24,127.74,1.071,4.22,8.75,6.22,129.65,2.53,NULL,NULL,NULL,NULL,NULL
2024,11,23,7,20,0,10.67,132.88,9.48,144.09,2.26,10.67,132.88,1.032,4.22,8.75,6.47,133.35,2.48,NULL,NULL,NULL,NULL,NULL
2024,11,23,7,30,0,9.48,137.36,9.48,137.36,2.43,10.24,134.19,1.087,3.25,7.5,6.99,132,2.66,NULL,NULL,NULL,NULL,NULL
2024,11,23,7,40,0,9.85,137.28,9.85,137.28,2.39,10.24,134.85,1.045,3.6,8.5,6.25,130.49,2.61,NULL,NULL,NULL,NULL,NULL
2024,11,23,7,50,0,10.24,132.94,9.85,133.97,2.24,10.24,132.94,1.039,3.6,6.75,6.17,128.72,2.47,NULL,NULL,NULL,NULL,NULL
2024,11,23,8,0,0,10.24,130.42,9.85,130.88,2.29,10.24,130.42,1.018,3.81,10,6.63,130.39,2.51,NULL,NULL,NULL,NULL,NULL
2024,11,23,8,10,0,10.24,135.13,9.85,131.16,2.25,10.24,135.13,0.94,2.78,7.5,5.71,132.13,2.44,NULL,NULL,NULL,NULL,NULL
2024,11,23,8,20,0,9.85,131.62,9.85,131.62,2.26,10.24,133.95,0.981,3.75,9,6.03,133,2.47,NULL,NULL,NULL,NULL,NULL
2024,11,23,8,30,0,10.24,130.49,9.85,132.1,2.23,10.24,130.49,1.039,3.46,9.5,6.2,130.57,2.46,NULL,NULL,NULL,NULL,NULL
2024,11,23,8,40,0,10.24,125.8,9.85,125.71,2.28,10.24,125.8,1.256,4.1,10,6.05,127.36,2.6,NULL,NULL,NULL,NULL,NULL
2024,11,23,8,50,0,10.24,129.3,9.85,129.02,2.22,10.24,129.3,1.231,3.02,8.5,5.76,130.06,2.54,NULL,NULL,NULL,NULL,NULL
2024,11,23,9,0,0,10.24,135.86,9.85,136.07,2.15,10.24,135.86,1.127,3,7.25,6.3,135.04,2.43,NULL,NULL,NULL,NULL,NULL
2024,11,23,9,10,0,10.24,139.76,9.48,136.59,2.12,10.24,139.76,0.941,3.14,9,5.51,137.15,2.32,NULL,NULL,NULL,NULL,NULL
2024,11,23,9,20,0,9.48,133.7,9.48,133.7,2.17,10.67,148.99,1.048,3.36,8.25,6.15,139.43,2.41,NULL,NULL,NULL,NULL,NULL
2024,11,23,9,30,0,10.67,149.8,9.48,135.45,2.12,10.67,149.8,0.982,2.7,7,6.11,140.48,2.33,NULL,NULL,NULL,NULL,NULL
2024,11,23,9,40,0,10.67,149.33,9.85,150.45,2.07,10.67,149.33,0.961,2.66,9.75,6.3,140.98,2.28,NULL,NULL,NULL,NULL,NULL
2024,11,23,9,50,0,9.85,143.08,9.85,143.08,2.04,10.24,146.58,0.809,3.34,9.25,6.11,139.36,2.2,NULL,NULL,NULL,NULL,NULL
2024,11,23,10,0,0,9.85,150.44,9.85,150.44,2.11,10.24,151.49,0.839,3.45,9.75,6.86,141.54,2.27,NULL,NULL,NULL,NULL,NULL
2024,11,23,10,10,0,9.85,144.19,9.85,144.19,2.14,10.24,147.41,0.929,3.21,9,6.62,138.26,2.34,NULL,NULL,NULL,NULL,NULL
2024,11,23,10,20,0,9.85,139.73,9.85,139.73,2.22,10.67,138.27,1.012,3.83,9,7.13,136.47,2.44,NULL,NULL,NULL,NULL,NULL
2024,11,23,10,30,0,9.85,137.97,9.85,137.97,2.24,10.24,137.34,0.872,3.39,9,6.3,137.5,2.4,NULL,NULL,NULL,NULL,NULL
2024,11,23,10,40,0,9.85,135.43,9.85,135.43,2.21,10.24,133.22,0.912,3.03,8.25,6.91,134.96,2.39,NULL,NULL,NULL,NULL,NULL
2024,11,23,10,50,0,9.85,136.67,9.85,136.67,2.1,10.24,135.8,0.806,2.42,8.25,6.28,133.19,2.25,NULL,NULL,NULL,NULL,NULL
2024,11,23,11,0,0,9.85,129.36,9.85,129.36,1.99,10.67,124.61,0.923,3.51,8.5,6.87,129.86,2.19,NULL,NULL,NULL,NULL,NULL
2024,11,23,11,10,0,9.85,135.63,9.85,135.63,2.04,10.24,130.79,0.872,3.26,8.5,7.28,130.7,2.22,NULL,NULL,NULL,NULL,NULL
2024,11,23,11,20,0,9.48,129.21,9.48,129.21,2.02,10.24,127.78,0.967,2.81,7.75,6.62,129.81,2.24,NULL,NULL,NULL,NULL,NULL
2024,11,23,11,30,0,9.48,119.52,9.48,119.52,2.03,10.24,130.75,0.984,3.06,9.5,7.17,128.18,2.26,NULL,NULL,NULL,NULL,NULL
2024,11,23,11,40,0,9.48,121.27,9.48,121.27,1.95,10.24,132.34,0.971,2.9,9.5,6.59,128.92,2.18,NULL,NULL,NULL,NULL,NULL
2024,11,23,11,50,0,9.48,142.08,9.48,142.08,1.96,10.24,133.36,0.904,2.72,8.75,6.76,135.17,2.16,NULL,NULL,NULL,NULL,NULL
2024,11,23,12,0,0,9.85,140.46,9.85,140.46,1.87,10.24,129.88,0.709,2.44,10,6.34,136.65,2,NULL,NULL,NULL,NULL,NULL
2024,11,23,12,10,0,9.48,145.28,9.48,145.28,1.78,10.24,126.89,0.693,3.01,7.25,6.31,136.2,1.91,NULL,NULL,NULL,NULL,NULL
2024,11,23,12,20,0,9.48,130.84,9.48,130.84,1.85,10.24,120.49,0.758,2.99,8.25,13.33,130.94,2,NULL,NULL,NULL,NULL,NULL
2024,11,23,12,30,0,9.85,121.81,9.85,121.81,1.91,10.24,122.37,0.743,2.75,9.25,6.48,128.4,2.05,NULL,NULL,NULL,NULL,NULL
2024,11,23,12,40,0,9.85,127.98,9.85,127.98,1.98,10.24,128.48,0.817,2.98,8.75,7.09,131.17,2.14,NULL,NULL,NULL,NULL,NULL
2024,11,23,12,50,0,9.85,133.31,9.85,133.31,2,10.24,131.39,0.839,3.23,9.25,7.37,129.85,2.17,NULL,NULL,NULL,NULL,NULL
2024,11,23,13,0,0,9.48,131.01,9.48,131.01,2.03,10.24,130.67,0.816,2.78,9.25,6.99,132.22,2.19,NULL,NULL,NULL,NULL,NULL
2024,11,23,13,10,0,9.48,122.85,9.48,122.85,2.06,10.24,127.88,0.786,2.63,8,6.77,128.55,2.21,NULL,NULL,NULL,NULL,NULL
2024,11,23,13,20,0,9.85,134.03,9.85,134.03,2,10.24,135.9,0.681,3.01,8.5,6.61,134.78,2.11,NULL,NULL,NULL,NULL,NULL
2024,11,23,13,30,0,10.24,137.28,9.85,140.58,1.92,10.24,137.28,0.816,3.21,9.25,6.4,136.54,2.09,NULL,NULL,NULL,NULL,NULL
2024,11,23,13,40,0,10.24,133.85,9.85,138.91,1.94,10.24,133.85,0.709,3.68,7.75,6.31,135.68,2.06,NULL,NULL,NULL,NULL,NULL
2024,11,23,13,50,0,9.85,140.33,9.85,140.33,1.92,10.24,141.31,0.566,3.52,8.5,6.92,137.4,2.01,NULL,NULL,NULL,NULL,NULL
2024,11,23,14,0,0,9.85,127.72,9.85,127.72,1.86,10.24,126.43,0.529,2.07,9.25,5.96,133.15,1.93,NULL,NULL,NULL,NULL,NULL
2024,11,23,14,10,0,9.85,127.26,9.85,127.26,1.97,10.24,129.84,0.544,3.31,8.5,6.68,131.51,2.05,NULL,NULL,NULL,NULL,NULL
2024,11,23,14,20,0,9.85,125.62,9.85,125.62,2.11,10.24,128.55,0.606,3.94,9,6.64,128.07,2.19,NULL,NULL,NULL,NULL,NULL
2024,11,23,14,30,0,9.85,132.54,9.85,132.54,2.16,10.24,138.41,0.694,3.09,8,6.42,131.45,2.27,NULL,NULL,NULL,NULL,NULL
2024,11,23,14,40,0,9.85,136.54,9.85,136.54,2.03,10.24,138.94,0.71,2.97,8.5,5.94,132.99,2.15,NULL,NULL,NULL,NULL,NULL
2024,11,23,14,50,0,9.48,123.61,9.48,123.61,1.81,10.67,137.16,0.691,2.84,8.5,5.89,132.06,1.94,NULL,NULL,NULL,NULL,NULL
2024,11,23,15,0,0,9.85,126.98,9.85,126.98,1.92,10.24,130.63,0.647,3.49,8.5,5.93,130.35,2.03,NULL,NULL,NULL,NULL,NULL
2024,11,23,15,10,0,9.14,125.87,9.14,125.87,1.97,10.24,123.58,0.685,2.96,9,6.15,126.65,2.08,NULL,NULL,NULL,NULL,NULL
2024,11,23,15,20,0,9.14,126.47,9.14,126.47,2.06,10.24,129.11,0.627,2.8,9.75,5.91,128.67,2.15,NULL,NULL,NULL,NULL,NULL
2024,11,23,15,30,0,9.48,133.36,9.48,133.36,1.9,10.24,138.96,0.586,2.85,9.25,5.73,131.89,1.99,NULL,NULL,NULL,NULL,NULL
2024,11,23,15,40,0,8.83,137.4,8.83,137.4,1.84,10.24,145.27,0.627,2.32,8,5.88,134.82,1.94,NULL,NULL,NULL,NULL,NULL
2024,11,23,15,50,0,9.85,135.83,9.85,135.83,1.91,10.67,143.36,0.727,2.83,7.25,6.17,134.09,2.04,NULL,NULL,NULL,NULL,NULL
2024,11,23,16,0,0,9.48,132.45,9.48,132.45,1.95,10.67,145.31,0.741,2.81,8.75,5.69,134.81,2.08,NULL,NULL,NULL,NULL,NULL
2024,11,23,16,10,0,9.48,130.01,9.48,130.01,2.02,10.24,143.52,0.717,3.16,8,5.71,135.36,2.15,NULL,NULL,NULL,NULL,NULL
2024,11,23,16,20,0,9.48,128.08,9.48,128.08,1.98,10.67,145.18,0.861,2.77,9.25,5.88,134.94,2.16,NULL,NULL,NULL,NULL,NULL
2024,11,23,16,30,0,9.48,122.47,9.48,122.47,1.88,10.67,141.45,0.814,2.77,9.25,5.31,131.67,2.05,NULL,NULL,NULL,NULL,NULL
2024,11,23,16,40,0,9.48,120.07,9.48,120.07,1.83,10.67,143.01,0.792,4.03,9.75,5.53,132.5,2,NULL,NULL,NULL,NULL,NULL
2024,11,23,16,50,0,9.14,129.7,9.14,129.7,1.9,10.24,143.6,0.594,3.35,9.25,6.54,136.26,1.99,NULL,NULL,NULL,NULL,NULL
2024,11,23,17,0,0,9.14,132.28,9.14,132.28,2.05,10.24,142.5,0.615,3.47,9.5,6.24,135.83,2.14,NULL,NULL,NULL,NULL,NULL
2024,11,23,17,10,0,9.14,144.08,9.14,144.08,2.08,10.24,139.57,0.544,2.98,7.75,6.46,138.8,2.15,NULL,NULL,NULL,NULL,NULL
2024,11,23,17,20,0,9.14,146.37,9.14,146.37,1.98,10.24,139.79,0.555,2.72,6.75,5.96,139.48,2.06,NULL,NULL,NULL,NULL,NULL
2024,11,23,17,30,0,9.14,141.21,9.14,141.21,2,10.24,145.25,0.535,3.17,10.25,6.66,140.62,2.07,NULL,NULL,NULL,NULL,NULL
2024,11,23,17,40,0,9.85,142.45,9.85,142.45,2.07,10.24,145.38,0.575,4.37,9,6.25,138.94,2.15,NULL,NULL,NULL,NULL,NULL
2024,11,23,17,50,0,10.24,144.88,9.85,144.67,2.13,10.24,144.88,0.662,3.68,9.75,6.6,142.12,2.23,NULL,NULL,NULL,NULL,NULL
2024,11,23,18,0,0,10.24,140.42,9.85,142.43,2.12,10.24,140.42,0.7,2.74,7.25,6.32,141.76,2.24,NULL,NULL,NULL,NULL,NULL
2024,11,23,18,10,0,10.24,143.44,9.48,142.4,2.05,10.24,143.44,0.693,3.15,7.75,6.43,142.5,2.16,NULL,NULL,NULL,NULL,NULL
2024,11,23,18,20,0,9.48,140.09,9.48,140.09,2.08,10.24,145.94,0.624,2.84,6.75,6.35,139.89,2.18,NULL,NULL,NULL,NULL,NULL
2024,11,23,18,30,0,9.85,142.75,9.85,142.75,2.05,10.24,152.12,0.57,2.67,9.25,6.04,137.65,2.12,NULL,NULL,NULL,NULL,NULL
2024,11,23,18,40,0,9.85,140.93,9.85,140.93,2.02,10.24,151.62,0.534,3.17,7.5,6.58,137.65,2.09,NULL,NULL,NULL,NULL,NULL
2024,11,23,18,50,0,9.14,125.44,9.14,125.44,1.86,10.24,147.65,0.546,2.86,9,6.83,135.77,1.94,NULL,NULL,NULL,NULL,NULL
2024,11,23,19,0,0,9.14,120.78,9.14,120.78,1.93,10.67,145,0.556,2.8,8.25,6,133.86,2.01,NULL,NULL,NULL,NULL,NULL
2024,11,23,19,10,0,9.14,122.27,9.14,122.27,1.94,10.24,135.13,0.569,2.94,9,6.39,132.98,2.03,NULL,NULL,NULL,NULL,NULL
2024,11,23,19,20,0,9.48,130.52,9.48,130.52,1.88,10.24,136.61,0.551,2.67,7.5,5.7,134.76,1.96,NULL,NULL,NULL,NULL,NULL
2024,11,23,19,30,0,9.85,136.04,9.85,136.04,1.94,10.24,139.9,0.547,3.48,7.75,6.54,134.47,2.02,NULL,NULL,NULL,NULL,NULL
2024,11,23,19,40,0,9.48,145.24,9.48,145.24,2,10.24,142.3,0.502,3.03,8.5,6.57,136.82,2.06,NULL,NULL,NULL,NULL,NULL
2024,11,23,19,50,0,9.48,143.9,9.48,143.9,2.02,10.24,142.67,0.546,2.89,8.25,6.1,138.87,2.09,NULL,NULL,NULL,NULL,NULL
2024,11,23,20,0,0,9.48,143.3,9.48,143.3,1.92,10.24,139.53,0.523,2.87,8.75,5.89,139.26,1.99,NULL,NULL,NULL,NULL,NULL
2024,11,23,20,10,0,8.53,139.23,8.53,139.23,1.88,10.24,146.41,0.552,2.61,9.75,6.41,141.66,1.96,NULL,NULL,NULL,NULL,NULL
2024,11,23,20,20,0,8.83,129.99,8.83,129.99,1.89,10.24,141.97,0.512,3.09,9,5.9,135.62,1.96,NULL,NULL,NULL,NULL,NULL
2024,11,23,20,30,0,8.83,135.91,8.83,135.91,2.1,10.24,133.44,0.468,3.27,7.5,7.1,134.65,2.16,NULL,NULL,NULL,NULL,NULL
2024,11,23,20,40,0,8.83,138.37,8.83,138.37,2.22,10.24,133.85,0.489,3.04,8.25,6.69,136.88,2.27,NULL,NULL,NULL,NULL,NULL
2024,11,23,20,50,0,8.83,142.93,8.83,142.93,2.08,10.24,137.26,0.454,2.68,8.5,6.18,139.31,2.13,NULL,NULL,NULL,NULL,NULL
2024,11,23,21,0,0,9.14,139.59,9.14,139.59,1.97,10.24,144.89,0.467,2.8,7.5,6.61,139.7,2.03,NULL,NULL,NULL,NULL,NULL
2024,11,23,21,10,0,8.83,131.22,8.83,131.22,1.92,10.24,140.86,0.449,3.33,8.25,6.57,138.08,1.98,NULL,NULL,NULL,NULL,NULL
2024,11,23,21,20,0,8.83,134.08,8.83,134.08,1.88,10.24,137.64,0.429,3.05,9,6.33,137.77,1.93,NULL,NULL,NULL,NULL,NULL
2024,11,23,21,30,0,8.83,140.49,8.83,140.49,1.9,10.24,133.22,0.478,2.44,8.75,6.95,140.35,1.96,NULL,NULL,NULL,NULL,NULL
2024,11,23,21,40,0,8.83,145.34,8.83,145.34,1.88,10.24,140.09,0.491,2.76,8.25,6.49,140.16,1.95,NULL,NULL,NULL,NULL,NULL
2024,11,23,21,50,0,8.83,137.22,8.83,137.22,1.93,10.24,141.55,0.537,2.85,8.5,6.44,136.88,2.01,NULL,NULL,NULL,NULL,NULL
2024,11,23,22,0,0,9.14,132.03,9.14,132.03,1.83,10.24,138.17,0.514,2.83,7.25,6.26,135.21,1.9,NULL,NULL,NULL,NULL,NULL
